FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label,is_phishing,domain,registered_domain,ip_addresses,name_servers
8034098.txt,https://fb-com-100062394550-review.web.app/,42,fb-com-100062394550-review.web.app,34,0,app,25.70439941,0.633333333,0.001502,0.030044536,3,1,0,0,0.0,17,0.405,12,0.286,0,0,0,5,0.119,1,108,8125,1,fb-com-100062394550-reviewweb,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,fb-com-100062394550-review.web.app,web.app,['199.36.158.100'],"['ns4.googledomains.com', 'ns3.googledomains.com', 'ns1.googledomains.com', 'ns2.googledomains.com']"
810734.txt,https://www.stephencrabb.com,27,www.stephencrabb.com,20,0,com,100.0,1.0,0.5229071,0.059527647,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,753,6285,1,stephencrabb,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,10,4,5,38,0,9,1,0,www.stephencrabb.com,stephencrabb.com,"['172.67.220.7', '104.21.51.30']","['ada.ns.cloudflare.com', 'kanye.ns.cloudflare.com']"
8029617.txt,https://meta-business-team-1298-510.firebaseapp.com/,51,meta-business-team-1298-510.firebaseapp.com,43,0,com,43.53213039,0.41025641,0.5229071,0.050421438,3,1,0,0,0.0,30,0.588,7,0.137,0,0,0,6,0.118,1,108,8125,1,meta-business-team-1298-510firebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,meta-business-team-1298-510.firebaseapp.com,firebaseapp.com,['199.36.158.100'],"['ns-cloud-c1.googledomains.com', 'ns-cloud-c2.googledomains.com', 'ns-cloud-c4.googledomains.com', 'ns-cloud-c3.googledomains.com']"
247462.txt,https://www.prepconnectmobile.com,32,www.prepconnectmobile.com,25,0,com,100.0,1.0,0.5229071,0.066692567,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,577,1109,1,prepnnectmobile,0.0,0.0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,1,35,2,5,18,0,15,1,0,www.prepconnectmobile.com,prepconnectmobile.com,['40.113.225.112'],"['ns3-36.azure-dns.org', 'ns2-36.azure-dns.net', 'ns1-36.azure-dns.com', 'ns4-36.azure-dns.info']"
7985312.txt,https://tiqniyah.com/espaceclient/sg_fr/se-connecter/,52,tiqniyah.com,12,0,com,25.17676768,1.0,0.5229071,0.060436491,3,0,0,0,0.0,38,0.731,0,0.0,0,0,0,6,0.115,1,2,680,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tiqniyah.com,tiqniyah.com,[],[]
mw75679.txt,http://www.cerdasycauchos.com,28,www.cerdasycauchos.com,22,0,com,59.97693195,1.0,0.5229071,0.063837651,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,2,37,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.cerdasycauchos.com,cerdasycauchos.com,[],[]
796593.txt,https://www.dr-josiah.com,24,www.dr-josiah.com,17,0,com,100.0,0.777777778,0.5229071,0.059977083,3,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,2880,4227,1,dr-josiah,100.0,100.0,1,0,0,0,0,0,7,21,0,1,0,0,0,0,1,0,1,9,4,10,217,0,263,1,0,www.dr-josiah.com,dr-josiah.com,['172.253.118.121'],"['ns.phx4.nearlyfreespeech.net', 'ns.phx7.nearlyfreespeech.net']"
8002228.txt,https://express2.wpengine.com/post/sw/help/swiss/,48,express2.wpengine.com,21,0,com,40.95121951,0.588235294,0.5229071,0.052013332,3,1,0,0,0.0,33,0.688,1,0.021,0,0,0,6,0.125,1,94,117,1,express2wpenginepostswhelpswiss,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,express2.wpengine.com,wpengine.com,['130.211.29.77'],"['kara.ns.cloudflare.com', 'jim.ns.cloudflare.com']"
773463.txt,https://www.lyricszoo.com,24,www.lyricszoo.com,17,0,com,100.0,1.0,0.5229071,0.063196171,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,388,1231,1,lyricszoo,100.0,100.0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,72,1,4,128,0,74,1,0,www.lyricszoo.com,lyricszoo.com,"['104.21.5.253', '172.67.134.24']","['ivy.ns.cloudflare.com', 'rob.ns.cloudflare.com']"
236356.txt,https://www.alkalmazasmobilra.hu,31,www.alkalmazasmobilra.hu,24,0,hu,100.0,1.0,0.0022172,0.056143116,2,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,362,1725,1,alkalmazasmobilra,100.0,100.0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,9,3,9,23,0,8,1,0,www.alkalmazasmobilra.hu,alkalmazasmobilra.hu,['77.111.114.123'],"['ns.forpsi.net', 'ns.forpsi.it']"
543876.txt,https://www.fratline.net,23,www.fratline.net,16,0,net,100.0,1.0,0.0384199,0.061381668,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,806,12060,1,fratli,75.0,75.0,0,1,1,0,0,1,0,12,1,1,0,1,0,0,1,0,1,21,15,23,70,1,74,1,0,www.fratline.net,fratline.net,['132.148.219.140'],"['ns52.domaincontrol.com', 'ns51.domaincontrol.com']"
mw161743.txt,http://www.zjqyslw.com,21,www.zjqyslw.com,15,0,com,65.0137741,1.0,0.5229071,0.034472519,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,11,74,1,zjqyslw,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,www.zjqyslw.com,zjqyslw.com,"['104.21.44.210', '172.67.203.182']","['kara.ns.cloudflare.com', 'shane.ns.cloudflare.com']"
837331.txt,https://www.soundguardian.com,28,www.soundguardian.com,21,0,com,100.0,1.0,0.5229071,0.059270014,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2681,28352,1,soundguardian,100.0,100.0,0,0,1,0,0,1,0,7,0,1,0,1,0,0,0,0,0,75,27,26,130,3,54,1,0,www.soundguardian.com,soundguardian.com,['185.58.73.15'],"['dns1.cdn.hr', 'dns2.cdn.hr']"
oph00236.txt,https://chain-energetic-crate.glitch.me/mygovidd.htm,52,chain-energetic-crate.glitch.me,31,0,me,36.71258035,0.357142857,0.0036375,0.057531615,2,1,0,0,0.0,38,0.731,0,0.0,0,0,0,6,0.115,1,82,155,1,chain-energetic-crateglitchmygoviddhtm,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,chain-energetic-crate.glitch.me,glitch.me,['146.75.46.59'],"['ns-cloud-a1.googledomains.com', 'walnut.fastlydns.org', 'edns1.ultradns.com', 'walnut.fastlydns.net', 'walnut.fastlydns.com', 'walnut.fastlydns.dev', 'edns1.ultradns.net', 'ns-cloud-a2.googledomains.com']"
8057081.txt,https://a1d53eb7-6d2e-47c4-9c34-935ea89a3b45.id.repl.co/,56,a1d53eb7-6d2e-47c4-9c34-935ea89a3b45.id.repl.co,47,0,co,30.73552686,0.181818182,0.0059772,0.03182538,2,2,0,0,0.0,20,0.357,20,0.357,0,0,0,8,0.143,1,198,869,1,a1d53eb7-6d2e-47c4-9c34-935ea89a3b45idrepl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,a1d53eb7-6d2e-47c4-9c34-935ea89a3b45.id.repl.co,repl.co,[],"['gabriella.ns.cloudflare.com', 'scott.ns.cloudflare.com']"
8038899.txt,https://magaziineeonline.com/magalu-fatura/inicio,48,magaziineeonline.com,20,0,com,37.53718025,1.0,0.5229071,0.062391245,3,0,0,0,0.0,36,0.75,0,0.0,0,0,0,4,0.083,1,9,57,1,magaziineeonlinemagalu-faturainici,0.0,97.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,magaziineeonline.com,magaziineeonline.com,[],[]
25863.txt,https://www.maariv.co.il,23,www.maariv.co.il,16,0,il,100.0,0.777777778,0.0013543,0.066616261,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,3804,869,1,maarvco,0.0,0.0,1,0,1,0,0,1,3,28,0,1,0,0,0,0,1,0,0,58,7,25,283,0,317,1,0,www.maariv.co.il,maariv.co.il,"['172.66.135.190', '172.66.139.235']","['isaac.ns.cloudflare.com', 'mona.ns.cloudflare.com']"
178718.txt,https://www.kysu.edu,19,www.kysu.edu,12,0,edu,100.0,1.0,0.0115013,0.039453289,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1012,3259,1,kysu,100.0,100.0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,1,0,1,23,19,26,228,0,31,1,0,www.kysu.edu,kysu.edu,"['34.236.193.193', '52.73.2.219', '3.209.26.193']","['mercury.kysu.edu', 'venus.kysu.edu', 'hermes.louisville.edu']"
8070608.txt,https://all-ca-company.com/?gclid=eaiaiqobchmirmlhhbps_qivnhpuar13ewcleaayasaaegk58_d_bwe,89,all-ca-company.com,18,0,com,20.12185828,0.571428571,0.5229071,0.049170903,3,0,0,0,0.0,68,0.764,4,0.045,1,1,0,7,0.101,1,21,101,1,all-ca-pany?gclid=eaiaiqobchmirmlhhbps_qivnhpuar13ewcleaayasaaegk58_d_bwe,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,all-ca-company.com,all-ca-company.com,[],[]
8054285.txt,https://ipfs.io/ipfs/bafybeibt3s4nchmzp3y6l4wpwlm6k4e7icil5dvxaywvm7o3pqxvd7vute/,81,ipfs.io,7,0,io,11.30876881,1.0,0.0129268,0.033637054,2,0,0,0,0.0,57,0.704,12,0.148,0,0,0,4,0.049,1,254,61429,1,ipfsipfsbafybeibt3s4nchmzp3y6l4wpwlm6k4e7icil5dvxaywvm7o3pqxvd7vute,0.0,100.0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,2,2,15,0,1,3,0,1,ipfs.io,ipfs.io,['209.94.90.1'],"['tate.ns.cloudflare.com', 'clarissa.ns.cloudflare.com']"
mw29929.txt,http://www.f0568768.xsph.ru,26,www.f0568768.xsph.ru,20,0,ru,61.94852941,0.923076923,0.0180132,0.014687303,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0568768xsph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.f0568768.xsph.ru,xsph.ru,['141.8.197.42'],"['ns3.sprinthost.net', 'ns2.sprinthost.ru', 'ns1.sprinthost.ru', 'ns4.sprinthost.net']"
7458563.txt,https://www.abcsubmit.com/view/id_1ftb3gemh_1ogg?utm=abcsubmit,61,www.abcsubmit.com,17,0,com,26.7545098,1.0,0.5229071,0.045319363,3,1,0,0,0.0,39,0.639,3,0.049,1,1,0,5,0.115,1,96,12696,1,abcsubmitviewid_1ftb3gemh_1ogg?utm=abcsubmi,0.0,97.72727273,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,www.abcsubmit.com,abcsubmit.com,['159.89.52.151'],"['ns2.digitalocean.com', 'ns1.digitalocean.com', 'ns3.digitalocean.com']"
mw33762.txt,http://www.oakdragon.atw.hu,26,www.oakdragon.atw.hu,20,0,hu,65.25735294,0.769230769,0.0022172,0.056396454,2,2,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,17,93,1,oakdragonatw,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.oakdragon.atw.hu,atw.hu,['88.151.96.4'],"['ns1.atw.hu', 'ns5.atw.hu']"
mw143553.txt,http://www.littleindiadirectory.com,35,www.littleindiadirectory.com,28,0,com,67.61111111,1.0,0.5229071,0.062278819,3,1,0,0,0.0,23,0.657,0,0.0,0,0,0,1,0.029,0,9,87,1,littleindiadirectory,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,www.littleindiadirectory.com,littleindiadirectory.com,"['172.67.151.164', '104.21.48.131']","['gabe.ns.cloudflare.com', 'april.ns.cloudflare.com']"
8054620.txt,https://attmail0.wixsite.com/at-t-mail,38,attmail0.wixsite.com,20,0,com,50.73835125,0.5625,0.5229071,0.058476166,3,1,0,0,0.0,24,0.632,1,0.026,0,0,0,5,0.132,1,64,151,1,attmail0wixsiteat-t-mail,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,1,0,1,attmail0.wixsite.com,wixsite.com,"['172.66.3.8', '162.159.143.12']","['dns4.p07.nsone.net', 'dns2.p07.nsone.net', 'dns1.p07.nsone.net', 'dns3.p07.nsone.net']"
mw51480.txt,http://www.from-id.com,21,www.from-id.com,15,0,com,74.38016529,0.714285714,0.5229071,0.06369943,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,2,0.095,0,2,30,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.from-id.com,from-id.com,['132.226.44.1'],"['ns3.p201.dns.oraclecloud.net', 'ns1.p201.dns.oraclecloud.net', 'ns2.p201.dns.oraclecloud.net', 'ns4.p201.dns.oraclecloud.net']"
8085815.txt,http://72.167.103.108/wp-includes/block-supports/nfcucaptchanu/dashboard/login.php,82,72.167.103.108,14,1,108,10.85192982,0.4,0.0,0.042222839,3,2,0,0,0.0,53,0.646,11,0.134,0,0,0,11,0.134,0,242,112,1,72167103wp-includesblock-supportsnfcucaptchanudashboardloginphp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,72.167.103.108,72.167.103.108,['72.167.103.108'],[]
732884.txt,https://www.64dd.org,19,www.64dd.org,12,0,org,100.0,1.0,0.0799628,0.03774935,3,1,0,0,0.0,4,0.211,2,0.105,0,0,0,1,0.053,1,430,352,1,64dd,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,1,25,0,9,1,0,www.64dd.org,64dd.org,['67.205.27.72'],"['ns3.dreamhost.com', 'ns2.dreamhost.com', 'ns1.dreamhost.com']"
8071508.txt,https://sigiz4jim.web.app/,26,sigiz4jim.web.app,17,0,app,54.77582846,0.538461538,0.001502,0.040111905,3,1,0,0,0.0,14,0.538,1,0.038,0,0,0,3,0.115,1,108,8125,1,sigiz4jimweb,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,sigiz4jim.web.app,web.app,['199.36.158.100'],"['ns3.googledomains.com', 'ns4.googledomains.com', 'ns1.googledomains.com', 'ns2.googledomains.com']"
729464.txt,https://www.crous-bordeaux.fr,28,www.crous-bordeaux.fr,21,0,fr,100.0,0.642857143,0.0141483,0.054541739,2,1,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,1523,4086,1,crous-bordeaux,100.0,100.0,1,1,1,0,0,1,0,2,0,1,0,0,0,0,1,0,0,16,8,15,82,0,138,1,0,www.crous-bordeaux.fr,crous-bordeaux.fr,['195.221.19.188'],"['ns200.anycast.me', 'dns200.anycast.me']"
49027.txt,https://www.sdsos.gov,20,www.sdsos.gov,13,0,gov,100.0,1.0,0.0033282,0.061431074,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1138,520,1,sdsos,100.0,100.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,10,37,165,2,48,1,0,www.sdsos.gov,sdsos.gov,"['104.18.12.66', '104.18.13.66']","['melissa.ns.cloudflare.com', 'todd.ns.cloudflare.com']"
mw114944.txt,http://www.methodist.sch.id,26,www.methodist.sch.id,20,0,id,76.65441176,0.769230769,0.0014653,0.057860578,2,2,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,2,36,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.methodist.sch.id,methodist.sch.id,['172.104.177.156'],"['ns1.indoproweb.com', 'ns2.indoproweb.com']"
mw183329.txt,http://www.prettylikeher.com,27,www.prettylikeher.com,21,0,com,82.58272059,1.0,0.5229071,0.057510095,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,2,37,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.prettylikeher.com,prettylikeher.com,[],[]
820931.txt,https://www.radioveritas.co.za,29,www.radioveritas.co.za,22,0,za,100.0,0.866666667,0.0018398,0.062506058,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,830,1378,1,radioveritasco,0.0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,27,32,38,83,2,32,1,0,www.radioveritas.co.za,radioveritas.co.za,"['172.67.133.95', '104.21.5.116']","['tony.ns.cloudflare.com', 'joan.ns.cloudflare.com']"
500186.txt,https://www.mos.com.np,21,www.mos.com.np,14,0,np,100.0,0.571428571,0.0001439,0.07346076,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,611,592,1,moscom,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,8,4,2,0,5,22,1,0,www.mos.com.np,mos.com.np,['27.111.31.107'],"['sungava.mos.com.np', 'manaslu.mos.com.np']"
mw22839.txt,http://www.proxyfor.eu,21,www.proxyfor.eu,15,0,eu,100.0,1.0,0.0056158,0.052830557,2,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,9,38,1,proxyfor,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.proxyfor.eu,proxyfor.eu,[],[]
758457.txt,https://www.guerrilladiplomacy.com,33,www.guerrilladiplomacy.com,26,0,com,100.0,1.0,0.5229071,0.058645025,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,2071,44199,1,guerrilladiplomacy,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,6,13,9,168,0,239,1,0,www.guerrilladiplomacy.com,guerrilladiplomacy.com,['107.6.27.181'],"['ns3.systemdns.com', 'ns2.systemdns.com', 'ns1.systemdns.com']"
7925880.txt,https://dev-itau-py.pantheonsite.io/,35,dev-itau-py.pantheonsite.io,27,0,io,73.64295512,0.541666667,0.0129268,0.057498169,2,1,0,0,0.0,23,0.657,0,0.0,0,0,0,4,0.114,1,141,161,1,dev-itau-pypantheonsite,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,dev-itau-py.pantheonsite.io,pantheonsite.io,['23.185.0.4'],"['ns-852.awsdns-42.net', 'ns-1767.awsdns-28.co.uk', 'ns-506.awsdns-63.com', 'ns-1504.awsdns-60.org']"
103310.txt,https://www.net2phone.com,24,www.net2phone.com,17,0,com,100.0,0.666666667,0.5229071,0.061618695,3,1,0,0,0.0,10,0.417,1,0.042,0,0,0,1,0.042,1,4178,1316,1,net2phone,100.0,100.0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,54,15,52,272,0,243,1,0,www.net2phone.com,net2phone.com,"['199.60.103.30', '199.60.103.226']","['ns-922.awsdns-51.net', 'ns-401.awsdns-50.com', 'ns-1945.awsdns-51.co.uk', 'ns-1175.awsdns-18.org']"
oph02623.txt,https://microsoftuk.co/63d05d9b21c21/5669eb3a84f2b07d21257a64aafd5e1bdaf194ba/,77,microsoftuk.co,14,0,co,17.79458097,1.0,0.0059772,0.028844927,2,0,0,0,0.0,35,0.455,31,0.403,0,0,0,3,0.039,1,2,87,0,0,0.0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,microsoftuk.co,microsoftuk.co,['64.191.166.198'],"['ns1.intelliwire.net', 'ns2.intelliwire.net']"
169708.txt,https://www.springboks.rugby,27,www.springboks.rugby,20,0,rugby,100.0,1.0,3.7e-06,0.045255762,5,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,972,1371,1,springboks,100.0,100.0,1,0,1,0,0,0,16,0,0,1,0,0,0,0,1,0,1,71,3,10,80,0,43,1,0,www.springboks.rugby,springboks.rugby,['34.120.252.85'],"['ns3.lexsynergy.info', 'ns2.lexsynergy.us', 'ns1.lexsynergy.net']"
608376.txt,https://www.geckoeslodge.com,27,www.geckoeslodge.com,20,0,com,100.0,1.0,0.5229071,0.065896668,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,694,8047,1,geckoeslodge,100.0,100.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,17,18,57,1,54,1,0,www.geckoeslodge.com,geckoeslodge.com,['5.134.4.206'],"['ns2.easyhost.be', 'ns1.easyhost.be', 'ns3.easyhost.be']"
176436.txt,https://www.icon-art.info,24,www.icon-art.info,17,0,info,100.0,0.625,0.0075051,0.063033978,4,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,307,1858,1,icon-art,100.0,100.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16,8,8,11,0,10,1,0,www.icon-art.info,icon-art.info,['89.253.240.87'],"['ns1.rsnx.ru', 'ns2.rsnx.ru']"
546584.txt,https://www.flesheatingzipper.com,32,www.flesheatingzipper.com,25,0,com,100.0,1.0,0.5229071,0.055095274,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,897,1787,1,flesheatingzipper,100.0,100.0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,42,9,35,81,0,13,1,0,www.flesheatingzipper.com,flesheatingzipper.com,['162.244.69.89'],"['ns4.springshosting.net', 'ns1.springshosting.net', 'ns2.springshosting.net', 'ns3.springshosting.net']"
155011.txt,https://www.kingsporttn.gov,26,www.kingsporttn.gov,19,0,gov,100.0,1.0,0.0033282,0.054497278,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1588,12963,1,kingsporttn,100.0,100.0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,33,30,37,129,1,151,1,0,www.kingsporttn.gov,kingsporttn.gov,"['141.193.213.10', '141.193.213.11']","['mns02.domaincontrol.com', 'mns01.domaincontrol.com']"
754626.txt,https://www.expandingopportunities.org,37,www.expandingopportunities.org,30,0,org,100.0,1.0,0.0799628,0.057877498,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1,277,2253,1,expandingopptunities,0.0,0.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,4,5,11,73,0,76,1,0,www.expandingopportunities.org,expandingopportunities.org,['162.211.81.241'],"['ns1.exophost.net', 'ns2.exophost.net']"
479370.txt,https://www.megastructure.org,28,www.megastructure.org,21,0,org,100.0,1.0,0.0799628,0.062770192,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,664,270,1,megastructure,100.0,100.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,17,1,6,0,0,6,1,0,www.megastructure.org,megastructure.org,['209.38.42.195'],"['dns1.registrar-servers.com', 'dns2.registrar-servers.com']"
613093.txt,https://www.ygo.be,17,www.ygo.be,10,0,be,100.0,1.0,0.0033189,0.041751607,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,4281,2703,1,ygo,100.0,100.0,0,1,1,0,0,1,0,4,0,1,1,0,0,1,1,0,1,23,2,8,197,0,229,1,0,www.ygo.be,ygo.be,['85.9.210.17'],"['piers.ns.cloudflare.com', 'elma.ns.cloudflare.com']"
7994491.txt,https://att-108876.weeblysite.com/,33,att-108876.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.044002153,3,1,0,0,0.0,16,0.485,6,0.182,0,0,0,3,0.091,1,173,18256,1,att-108876weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0,1,att-108876.weeblysite.com,weeblysite.com,"['74.115.51.55', '74.115.51.54']","['ns-510.awsdns-63.com', 'ns-1854.awsdns-39.co.uk', 'ns-1375.awsdns-43.org', 'ns-522.awsdns-01.net']"
717127.txt,https://www.panache-lingerie.com,31,www.panache-lingerie.com,24,0,com,100.0,0.5625,0.5229071,0.064907347,3,1,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,5444,18014,1,panache-lingerie,100.0,100.0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,558,3,20,150,3,159,1,0,www.panache-lingerie.com,panache-lingerie.com,"['104.26.3.47', '172.67.70.231', '104.26.2.47']","['boyd.ns.cloudflare.com', 'jillian.ns.cloudflare.com']"
mw168560.txt,http://www.aqbly.com,20,www.aqbly.com,13,0,com,87.40740741,1.0,0.5229071,0.049900231,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,9,50,1,aqbly,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.aqbly.com,aqbly.com,['154.215.29.156'],"['a.share-dns.com', 'b.share-dns.net']"
893546.txt,https://www.historicaldivingsociety.com.au,41,www.historicaldivingsociety.com.au,34,0,au,100.0,0.888888889,0.0100856,0.060997518,2,2,0,0,0.0,27,0.659,0,0.0,0,0,0,2,0.049,1,481,8047,1,historicldivingsocietycom,0.0,0.0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,25,63,50,109,1,111,1,0,www.historicaldivingsociety.com.au,historicaldivingsociety.com.au,['27.50.72.229'],"['ns9.cloudimpression.com', 'ns10.cloudimpression.com']"
593857.txt,https://www.thehypertufagardener.com,35,www.thehypertufagardener.com,28,0,com,100.0,1.0,0.5229071,0.056437787,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,628,15939,1,thehypertufagardener,100.0,100.0,0,1,1,0,0,1,0,2,0,1,1,1,1,0,0,0,1,18,16,9,80,0,85,1,0,www.thehypertufagardener.com,thehypertufagardener.com,"['76.223.54.146', '13.248.169.48']","['ns1.afternic.com', 'ns2.afternic.com']"
